,paperID,url,authorId,authorName
43,9ea5874d261359e287eabb735de38a8edba1e091,http://arxiv.org/pdf/2302.05019v1,2138443697,Hao Peng
44,9ea5874d261359e287eabb735de38a8edba1e091,http://arxiv.org/pdf/2302.05019v1,1748808,Xindong Wu
45,ed315478e4590d2ced5a3e3c849981119f50600e,http://arxiv.org/pdf/2004.08798v1,2146236553,Hongcai Xu
46,ed315478e4590d2ced5a3e3c849981119f50600e,http://arxiv.org/pdf/2004.08798v1,29795770,J. Bao
47,ed315478e4590d2ced5a3e3c849981119f50600e,http://arxiv.org/pdf/2004.08798v1,2109598171,Junqing Wang
48,9dbd26f6bab1664beb0a8b0cd6f9739d6d7a330a,http://arxiv.org/pdf/2405.02463v1,2300094833,Daqian Shi
49,66a941202042bc808f05504616b5c0bfc7f60603,http://arxiv.org/pdf/2012.06966v1,1707145712,Zhixin Qi
50,66a941202042bc808f05504616b5c0bfc7f60603,http://arxiv.org/pdf/2012.06966v1,46506118,Hongzhi Wang
51,66a941202042bc808f05504616b5c0bfc7f60603,http://arxiv.org/pdf/2012.06966v1,2143421787,Haoran Zhang
52,e88b8aecc0bbfded09a0dd9100bdc9ab68750686,http://arxiv.org/pdf/2403.06936v1,2267426389,Lena Zellinger
53,e88b8aecc0bbfded09a0dd9100bdc9ab68750686,http://arxiv.org/pdf/2403.06936v1,2060130896,Andreas Stephan
54,e88b8aecc0bbfded09a0dd9100bdc9ab68750686,http://arxiv.org/pdf/2403.06936v1,2267424947,Benjamin Roth
55,679f709e2736b0970429a2972f0aea48664bdbc3,http://arxiv.org/pdf/2403.04782v1,2190715271,Lianshang Cai
56,679f709e2736b0970429a2972f0aea48664bdbc3,http://arxiv.org/pdf/2403.04782v1,49723181,Xin Mao
57,679f709e2736b0970429a2972f0aea48664bdbc3,http://arxiv.org/pdf/2403.04782v1,2290061701,Yuhao Zhou
58,679f709e2736b0970429a2972f0aea48664bdbc3,http://arxiv.org/pdf/2403.04782v1,2278432039,Zhaoguang Long
59,679f709e2736b0970429a2972f0aea48664bdbc3,http://arxiv.org/pdf/2403.04782v1,2290246460,Changxu Wu
60,679f709e2736b0970429a2972f0aea48664bdbc3,http://arxiv.org/pdf/2403.04782v1,2278431786,Man Lan
61,cb5fdc106ecee0bf90091e0468c1a7388b6eb923,http://arxiv.org/pdf/2302.14643v1,2153466123,Jing Liu
62,cb5fdc106ecee0bf90091e0468c1a7388b6eb923,http://arxiv.org/pdf/2302.14643v1,2062719264,Tongya Zheng
63,cb5fdc106ecee0bf90091e0468c1a7388b6eb923,http://arxiv.org/pdf/2302.14643v1,2210239119,Guanzheng Zhang
64,cb5fdc106ecee0bf90091e0468c1a7388b6eb923,http://arxiv.org/pdf/2302.14643v1,36851883,Qinfen Hao
65,90ddb49981e31378025de4e06c2347c174b8b5ae,http://arxiv.org/pdf/2104.08163v1,2789097,Peter Bloem
66,808ed52fa1923f0c7aa53b92d2799f7761250775,http://arxiv.org/pdf/1903.10245v4,2109253056,Zhibin Liu
67,808ed52fa1923f0c7aa53b92d2799f7761250775,http://arxiv.org/pdf/1903.10245v4,2715551,Zheng-Yu Niu
68,808ed52fa1923f0c7aa53b92d2799f7761250775,http://arxiv.org/pdf/1903.10245v4,40354707,Hua Wu
69,808ed52fa1923f0c7aa53b92d2799f7761250775,http://arxiv.org/pdf/1903.10245v4,144270731,Haifeng Wang
70,1909fcceedd2663aa452d67c4c1200651299a8f4,http://arxiv.org/pdf/2003.00719v3,26948699,Nicolas Heist
71,1909fcceedd2663aa452d67c4c1200651299a8f4,http://arxiv.org/pdf/2003.00719v3,2945518,S. Hertling
72,1909fcceedd2663aa452d67c4c1200651299a8f4,http://arxiv.org/pdf/2003.00719v3,49846217,Daniel Ringler
73,1909fcceedd2663aa452d67c4c1200651299a8f4,http://arxiv.org/pdf/2003.00719v3,1802726,Heiko Paulheim
74,91075f524e74bdc618fea689416de22c1cf2a472,http://arxiv.org/pdf/2010.05446v5,2158144101,Jing Zhang
75,91075f524e74bdc618fea689416de22c1cf2a472,http://arxiv.org/pdf/2010.05446v5,2152688058,Bo Chen
76,91075f524e74bdc618fea689416de22c1cf2a472,http://arxiv.org/pdf/2010.05446v5,2145402325,Lingxi Zhang
77,91075f524e74bdc618fea689416de22c1cf2a472,http://arxiv.org/pdf/2010.05446v5,1993985136,Xirui Ke
78,91075f524e74bdc618fea689416de22c1cf2a472,http://arxiv.org/pdf/2010.05446v5,2113455170,Haipeng Ding
79,d7993e014f232a851dc46feb45ec454afe3faa5a,http://arxiv.org/pdf/2211.10011v2,2072587175,Sumin Seo
80,d7993e014f232a851dc46feb45ec454afe3faa5a,http://arxiv.org/pdf/2211.10011v2,2191523373,Heeseon Cheon
81,d7993e014f232a851dc46feb45ec454afe3faa5a,http://arxiv.org/pdf/2211.10011v2,2191602997,Hyunho Kim
82,d7993e014f232a851dc46feb45ec454afe3faa5a,http://arxiv.org/pdf/2211.10011v2,2053873712,Dongseok Hyun
83,8809aa2207bdd26488603ec02389ecef720c9422,http://arxiv.org/pdf/1902.03077v1,1682574,Ankur Padia
84,8809aa2207bdd26488603ec02389ecef720c9422,http://arxiv.org/pdf/1902.03077v1,1718823,K. Kalpakis
85,8809aa2207bdd26488603ec02389ecef720c9422,http://arxiv.org/pdf/1902.03077v1,2249216300,Francis Ferraro
86,8809aa2207bdd26488603ec02389ecef720c9422,http://arxiv.org/pdf/1902.03077v1,2256600356,Timothy W. Finin
87,31184789ef4c3084af930b1e0dede3215b4a9240,http://arxiv.org/pdf/1909.03193v2,100680875,Liang Yao
88,31184789ef4c3084af930b1e0dede3215b4a9240,http://arxiv.org/pdf/1909.03193v2,145449667,Chengsheng Mao
89,31184789ef4c3084af930b1e0dede3215b4a9240,http://arxiv.org/pdf/1909.03193v2,1830568527,Yuan Luo
90,d1b0f91b0738001fbb1b8e8efb94c33a5e76ae4f,http://arxiv.org/pdf/2405.02738v1,2348481,Sakher Khalil Alqaaidi
91,d1b0f91b0738001fbb1b8e8efb94c33a5e76ae4f,http://arxiv.org/pdf/2405.02738v1,2293612223,Krzysztof Kochut
92,ca8f25b6c49c7f34380a7c6623e74f63f3a48771,http://arxiv.org/pdf/2204.11673v1,2053111975,Qian Dong
93,ca8f25b6c49c7f34380a7c6623e74f63f3a48771,http://arxiv.org/pdf/2204.11673v1,2108021633,Yiding Liu
94,ca8f25b6c49c7f34380a7c6623e74f63f3a48771,http://arxiv.org/pdf/2204.11673v1,2111102795,Suqi Cheng
95,ca8f25b6c49c7f34380a7c6623e74f63f3a48771,http://arxiv.org/pdf/2204.11673v1,2386396,Shuaiqiang Wang
96,ca8f25b6c49c7f34380a7c6623e74f63f3a48771,http://arxiv.org/pdf/2204.11673v1,2788612,Zhicong Cheng
97,ca8f25b6c49c7f34380a7c6623e74f63f3a48771,http://arxiv.org/pdf/2204.11673v1,2944201,Shuzi Niu
98,ca8f25b6c49c7f34380a7c6623e74f63f3a48771,http://arxiv.org/pdf/2204.11673v1,50559722,Dawei Yin
99,182f055c40bfcff45d0ce6eb68e2d8684d0931dc,http://arxiv.org/pdf/2104.04909v1,2177822,Saed Rezayi
100,182f055c40bfcff45d0ce6eb68e2d8684d0931dc,http://arxiv.org/pdf/2104.04909v1,7574699,Handong Zhao
101,182f055c40bfcff45d0ce6eb68e2d8684d0931dc,http://arxiv.org/pdf/2104.04909v1,2109571021,Sungchul Kim
102,182f055c40bfcff45d0ce6eb68e2d8684d0931dc,http://arxiv.org/pdf/2104.04909v1,2066337266,Ryan A. Rossi
103,182f055c40bfcff45d0ce6eb68e2d8684d0931dc,http://arxiv.org/pdf/2104.04909v1,1793409,Nedim Lipka
104,182f055c40bfcff45d0ce6eb68e2d8684d0931dc,http://arxiv.org/pdf/2104.04909v1,2153698893,Sheng Li
105,5925f186996d0135d73aa57305b096c8ef29a817,http://arxiv.org/pdf/2209.12801v1,2300756,Hidetaka Kamigaito
106,5925f186996d0135d73aa57305b096c8ef29a817,http://arxiv.org/pdf/2209.12801v1,2087025575,Katsuhiko Hayashi
107,93c6f1fd13bb7d6f96020647de39072506b33df9,http://arxiv.org/pdf/2308.10537v1,26948699,Nicolas Heist
108,93c6f1fd13bb7d6f96020647de39072506b33df9,http://arxiv.org/pdf/2308.10537v1,2945518,S. Hertling
109,93c6f1fd13bb7d6f96020647de39072506b33df9,http://arxiv.org/pdf/2308.10537v1,1802726,Heiko Paulheim
110,20fd8eb5a128b72ce8ab8bfee37ddbae87c49237,http://arxiv.org/pdf/2111.02100v1,34593967,Ke Tu
111,20fd8eb5a128b72ce8ab8bfee37ddbae87c49237,http://arxiv.org/pdf/2111.02100v1,143738684,Peng Cui
112,20fd8eb5a128b72ce8ab8bfee37ddbae87c49237,http://arxiv.org/pdf/2111.02100v1,2057764,Daixin Wang
113,20fd8eb5a128b72ce8ab8bfee37ddbae87c49237,http://arxiv.org/pdf/2111.02100v1,2019870682,Zhiqiang Zhang
114,20fd8eb5a128b72ce8ab8bfee37ddbae87c49237,http://arxiv.org/pdf/2111.02100v1,2151548887,Jun Zhou
115,20fd8eb5a128b72ce8ab8bfee37ddbae87c49237,http://arxiv.org/pdf/2111.02100v1,145475951,Yuan Qi
116,20fd8eb5a128b72ce8ab8bfee37ddbae87c49237,http://arxiv.org/pdf/2111.02100v1,145583986,Wenwu Zhu
117,3c183e10dc822ae615d5eb2b6f180958ab12a224,http://arxiv.org/pdf/2001.01077v2,10684484,Yunpu Ma
118,3c183e10dc822ae615d5eb2b6f180958ab12a224,http://arxiv.org/pdf/2001.01077v2,2115640193,Yuyi Wang
119,3c183e10dc822ae615d5eb2b6f180958ab12a224,http://arxiv.org/pdf/2001.01077v2,1700754,Volker Tresp
120,b6374540edc2510db74346f28b34f81d472fd98c,http://arxiv.org/pdf/2011.07751v1,48619253,Pengpeng Shao
121,b6374540edc2510db74346f28b34f81d472fd98c,http://arxiv.org/pdf/2011.07751v1,2109941515,Guohua Yang
122,b6374540edc2510db74346f28b34f81d472fd98c,http://arxiv.org/pdf/2011.07751v1,2140413706,Dawei Zhang
123,b6374540edc2510db74346f28b34f81d472fd98c,http://arxiv.org/pdf/2011.07751v1,37670752,J. Tao
124,b6374540edc2510db74346f28b34f81d472fd98c,http://arxiv.org/pdf/2011.07751v1,1471057495,Feihu Che
125,b6374540edc2510db74346f28b34f81d472fd98c,http://arxiv.org/pdf/2011.07751v1,2111151090,Tong Liu
126,ef1ef85adc38356023ada0b4abc3db4d395587dd,http://arxiv.org/pdf/2105.07615v2,,Hao Peng
127,ef1ef85adc38356023ada0b4abc3db4d395587dd,http://arxiv.org/pdf/2105.07615v2,2145539796,Haoran Li
128,ef1ef85adc38356023ada0b4abc3db4d395587dd,http://arxiv.org/pdf/2105.07615v2,1809614,Yangqiu Song
129,ef1ef85adc38356023ada0b4abc3db4d395587dd,http://arxiv.org/pdf/2105.07615v2,3113725,V. Zheng
130,ef1ef85adc38356023ada0b4abc3db4d395587dd,http://arxiv.org/pdf/2105.07615v2,1492113939,Jianxin Li
131,5029b727b3ac4c4819a68db4ad3d1e8b7f89f96f,http://arxiv.org/pdf/2305.06294v2,2116271777,Hongbo Zhang
132,5029b727b3ac4c4819a68db4ad3d1e8b7f89f96f,http://arxiv.org/pdf/2305.06294v2,1488944173,Chen Tang
133,5029b727b3ac4c4819a68db4ad3d1e8b7f89f96f,http://arxiv.org/pdf/2305.06294v2,2188239046,Tyler Loakman
134,5029b727b3ac4c4819a68db4ad3d1e8b7f89f96f,http://arxiv.org/pdf/2305.06294v2,2268783,Chenghua Lin
135,5029b727b3ac4c4819a68db4ad3d1e8b7f89f96f,http://arxiv.org/pdf/2305.06294v2,2216714320,Stefan Goetze
136,e529d97265f21951163aeed89ce6e96f89231d91,http://arxiv.org/pdf/2209.05635v1,2239893445,J. Sohn
137,e529d97265f21951163aeed89ce6e96f89231d91,http://arxiv.org/pdf/2209.05635v1,144592155,Mingyu Derek Ma
138,e529d97265f21951163aeed89ce6e96f89231d91,http://arxiv.org/pdf/2209.05635v1,1998918,Muhao Chen
139,b6e33e8bda4838bd43f29d19ba992b91c0ddd710,http://arxiv.org/pdf/2211.12223v1,2056255674,Hassan Hussein
140,b6e33e8bda4838bd43f29d19ba992b91c0ddd710,http://arxiv.org/pdf/2211.12223v1,51308420,A. Oelen
141,b6e33e8bda4838bd43f29d19ba992b91c0ddd710,http://arxiv.org/pdf/2211.12223v1,1969899,Oliver Karras
142,b6e33e8bda4838bd43f29d19ba992b91c0ddd710,http://arxiv.org/pdf/2211.12223v1,145044578,S. Auer
143,293bdfcefd8100812d6ad43143e33551a70850c1,http://arxiv.org/pdf/2109.05142v1,2126490405,Aurpon Gupta
144,293bdfcefd8100812d6ad43143e33551a70850c1,http://arxiv.org/pdf/2109.05142v1,33106860,S. Dasgupta
145,293bdfcefd8100812d6ad43143e33551a70850c1,http://arxiv.org/pdf/2109.05142v1,2149462782,Snehasis Sinha
146,293bdfcefd8100812d6ad43143e33551a70850c1,http://arxiv.org/pdf/2109.05142v1,1722619,Amarnath Gupta
147,e93565f447a42b158df27ba75385f5e2fc30dde7,http://arxiv.org/pdf/2110.03789v2,47457412,Thomas Gebhart
148,e93565f447a42b158df27ba75385f5e2fc30dde7,http://arxiv.org/pdf/2110.03789v2,2113648460,J. Hansen
149,e93565f447a42b158df27ba75385f5e2fc30dde7,http://arxiv.org/pdf/2110.03789v2,31791248,Paul Schrater
150,cb7a543d7fb87df2242f569bbedc1becc5585c1c,http://arxiv.org/pdf/2305.19979v2,27080447,Aryo Pradipta Gema
151,cb7a543d7fb87df2242f569bbedc1becc5585c1c,http://arxiv.org/pdf/2305.19979v2,2218574681,Dominik Grabarczyk
152,cb7a543d7fb87df2242f569bbedc1becc5585c1c,http://arxiv.org/pdf/2305.19979v2,1958839977,Wolf De Wulf
153,cb7a543d7fb87df2242f569bbedc1becc5585c1c,http://arxiv.org/pdf/2305.19979v2,51446515,Piyush Borole
154,cb7a543d7fb87df2242f569bbedc1becc5585c1c,http://arxiv.org/pdf/2305.19979v2,2218563528,J. Alfaro
155,cb7a543d7fb87df2242f569bbedc1becc5585c1c,http://arxiv.org/pdf/2305.19979v2,3051815,Pasquale Minervini
156,cb7a543d7fb87df2242f569bbedc1becc5585c1c,http://arxiv.org/pdf/2305.19979v2,14341992,Antonio Vergari
157,cb7a543d7fb87df2242f569bbedc1becc5585c1c,http://arxiv.org/pdf/2305.19979v2,2002781,A. Rajan
158,f36a0c4cb8e084539311974fa40452b305840e93,http://arxiv.org/pdf/2310.14899v1,2119033569,N'Dah Jean Kouagou
159,f36a0c4cb8e084539311974fa40452b305840e93,http://arxiv.org/pdf/2310.14899v1,115840239,Caglar Demir
160,f36a0c4cb8e084539311974fa40452b305840e93,http://arxiv.org/pdf/2310.14899v1,2422519,Hamada M. Zahera
161,f36a0c4cb8e084539311974fa40452b305840e93,http://arxiv.org/pdf/2310.14899v1,33312463,Adrian Wilke
162,f36a0c4cb8e084539311974fa40452b305840e93,http://arxiv.org/pdf/2310.14899v1,2343083,Stefan Heindorf
163,f36a0c4cb8e084539311974fa40452b305840e93,http://arxiv.org/pdf/2310.14899v1,2261393142,Jiayi Li
164,f36a0c4cb8e084539311974fa40452b305840e93,http://arxiv.org/pdf/2310.14899v1,1712107,A. N. Ngomo
165,b12967a61cb12f0bea4f2cc232b0e66946c1b47b,http://arxiv.org/pdf/2202.10141v1,2036692990,RUI KANG
166,b12967a61cb12f0bea4f2cc232b0e66946c1b47b,http://arxiv.org/pdf/2202.10141v1,46506118,Hongzhi Wang
167,d31ba388a36fd78990f546c108e0f304e4d012ba,http://arxiv.org/pdf/2101.06126v1,46247832,Daniel Obraczka
168,d31ba388a36fd78990f546c108e0f304e4d012ba,http://arxiv.org/pdf/2101.06126v1,2046990501,Jonathan Schuchart
169,d31ba388a36fd78990f546c108e0f304e4d012ba,http://arxiv.org/pdf/2101.06126v1,1747414,E. Rahm
170,48c2e0d87b84efca7f11462bbdac1be1177e2433,http://arxiv.org/pdf/2305.19987v3,2108395494,Jaejun Lee
171,48c2e0d87b84efca7f11462bbdac1be1177e2433,http://arxiv.org/pdf/2305.19987v3,2118774595,Chanyoung Chung
172,48c2e0d87b84efca7f11462bbdac1be1177e2433,http://arxiv.org/pdf/2305.19987v3,34826931,Joyce Jiyoung Whang
173,9acb2df43927a2df64a4b9d39d68ab0a482d05f5,http://arxiv.org/pdf/2402.13593v1,2277585976,Mengqi Zhang
174,9acb2df43927a2df64a4b9d39d68ab0a482d05f5,http://arxiv.org/pdf/2402.13593v1,2286432237,Xiaotian Ye
175,9acb2df43927a2df64a4b9d39d68ab0a482d05f5,http://arxiv.org/pdf/2402.13593v1,48873756,Q. Liu
176,9acb2df43927a2df64a4b9d39d68ab0a482d05f5,http://arxiv.org/pdf/2402.13593v1,1749477,Pengjie Ren
177,9acb2df43927a2df64a4b9d39d68ab0a482d05f5,http://arxiv.org/pdf/2402.13593v1,50425438,Shu Wu
178,9acb2df43927a2df64a4b9d39d68ab0a482d05f5,http://arxiv.org/pdf/2402.13593v1,1721165,Zhumin Chen
179,a554a1451b0c65463885d630a94b9888afb06c90,http://arxiv.org/pdf/2105.08683v1,1768138171,Sumit Pai
180,a554a1451b0c65463885d630a94b9888afb06c90,http://arxiv.org/pdf/2105.08683v1,3021495,Luca Costabello
181,8adfdceed266d8fc52b1f0e9b8ebe3ce5c4e3bac,http://arxiv.org/pdf/2203.14888v1,3726197,A. Priyadarshi
182,8adfdceed266d8fc52b1f0e9b8ebe3ce5c4e3bac,http://arxiv.org/pdf/2203.14888v1,34077227,K. Kochut
183,9fa9d5dd481400b2f3904b33d542d70a6affccb9,http://arxiv.org/pdf/1911.03876v2,2691021,Antoine Bosselut
184,9fa9d5dd481400b2f3904b33d542d70a6affccb9,http://arxiv.org/pdf/1911.03876v2,39227408,Ronan Le Bras
185,9fa9d5dd481400b2f3904b33d542d70a6affccb9,http://arxiv.org/pdf/1911.03876v2,1699545,Yejin Choi
186,7eda139d737eea10fc1d95364327a41ec0cee4a4,http://arxiv.org/pdf/2010.00309v1,153345698,Tianxiang Sun
187,7eda139d737eea10fc1d95364327a41ec0cee4a4,http://arxiv.org/pdf/2010.00309v1,95329799,Yunfan Shao
188,7eda139d737eea10fc1d95364327a41ec0cee4a4,http://arxiv.org/pdf/2010.00309v1,1767521,Xipeng Qiu
189,7eda139d737eea10fc1d95364327a41ec0cee4a4,http://arxiv.org/pdf/2010.00309v1,153683057,Qipeng Guo
190,7eda139d737eea10fc1d95364327a41ec0cee4a4,http://arxiv.org/pdf/2010.00309v1,2113667334,Yaru Hu
191,7eda139d737eea10fc1d95364327a41ec0cee4a4,http://arxiv.org/pdf/2010.00309v1,1790227,Xuanjing Huang
192,7eda139d737eea10fc1d95364327a41ec0cee4a4,http://arxiv.org/pdf/2010.00309v1,1852415,Zheng Zhang
193,441068ef17c3332d4f0af6c146e37bd8748bb90e,http://arxiv.org/pdf/2007.12374v1,72401599,Siddhant Arora
194,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,145280961,A. Chadzynski
195,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,48831702,Shiying Li
196,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,1729684244,Ayda Grisiute
197,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,2237776324,Jefferson Chua
198,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,2237776960,Markus Hofmeister
199,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,2237884345,Jingya Yan
200,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,2237776955,Huay Yi Tai
201,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,2237776424,Emily Lloyd
202,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,2237777490,Y. Tsai
203,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,2233892947,Mehal Agarwal
204,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,93404234,J. Akroyd
205,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,71366148,P. Herthogs
206,69e8c5d46e7447a78728fda863684bc62b06e8cd,http://arxiv.org/pdf/2405.07664v1,2062455872,Markus Kraft
207,0d9788fe7ce88ecc85d4e3d666f808cea0cde97d,http://arxiv.org/pdf/2106.09013v1,3020558,Yachen Tang
208,0d9788fe7ce88ecc85d4e3d666f808cea0cde97d,http://arxiv.org/pdf/2106.09013v1,1996200448,Haiyun Han
209,0d9788fe7ce88ecc85d4e3d666f808cea0cde97d,http://arxiv.org/pdf/2106.09013v1,2116928670,Xianmao Yu
210,0d9788fe7ce88ecc85d4e3d666f808cea0cde97d,http://arxiv.org/pdf/2106.09013v1,2151692764,Jing Zhao
211,0d9788fe7ce88ecc85d4e3d666f808cea0cde97d,http://arxiv.org/pdf/2106.09013v1,121865955,Guangyi Liu
212,0d9788fe7ce88ecc85d4e3d666f808cea0cde97d,http://arxiv.org/pdf/2106.09013v1,2448576,Longfei Wei
213,16acc39e6d2e26e8a54bc6fa7305dbdb2b9a24e3,http://arxiv.org/pdf/2006.16858v1,9500145,M. Ballandies
214,16acc39e6d2e26e8a54bc6fa7305dbdb2b9a24e3,http://arxiv.org/pdf/2006.16858v1,3129259,Evangelos Pournaras
215,7ae13b8ff959331b9872acde519999c20195fc6b,http://arxiv.org/pdf/2211.02744v2,2052851051,Jason Youn
216,7ae13b8ff959331b9872acde519999c20195fc6b,http://arxiv.org/pdf/2211.02744v2,47371626,I. Tagkopoulos
217,ccb055aba5f2f76f23598de0d101844a1a14fb84,http://arxiv.org/pdf/2312.00353v1,152288639,Pei-Chi Lo
218,ccb055aba5f2f76f23598de0d101844a1a14fb84,http://arxiv.org/pdf/2312.00353v1,2112716500,Yiting Tsai
